Job Title,Company Name,Location,Job Type
"LEAD SOFTWARE ENGINEER, FULL STACK (JAVA, GO)",Capital One,"Washington, District of Columbia, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Washington, District of Columbia, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Waco, Texas, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"York, Pennsylvania, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Paris, Texas, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Richmond, Virginia, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Salisbury, Maryland, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Longview, Texas, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Fredericksburg, Virginia, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Harrisonburg, Virginia, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Dover, Delaware, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Charlottesville, Virginia, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Baltimore, Maryland, USA",Full-time
LEAD SOFTWARE ENGINEER (BACKEND),Capital One,"Annapolis, Maryland, USA",Full-time
SENIOR SOFTWARE ENGINEER,Capital One,"York, Pennsylvania, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"Wilmington, Delaware, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"Charlottesville, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"Fredericksburg, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"Harrisonburg, Virginia, USA",Full-time
Forward Deployed Engineer,MotherDuck,"Seattle, Washington, USA",Full-time
Software Engineer- Integrations Team,Gelber Group,"Chicago, Illinois, USA",Full-time
Data Scientist,Zealogics.com,"San Jose, California, USA",Full-time
Software Engineer - Clearance Required,Lockheed Martin,"Hanover, Maryland, USA",Full-time
Software Engineer - Clearance Required,Lockheed Martin,"Hanover, Maryland, USA",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or St. John's, Newfoundland and Labrador, Canada",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Trois-Rivières, Quebec, Canada",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Sherbrooke, Quebec, Canada",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Spokane, Washington, USA",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Vancouver, British Columbia, Canada",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Laval, Quebec, Canada",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Moncton, New Brunswick, Canada",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Mississauga, Ontario, Canada",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Las Vegas, Nevada, USA",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Montreal, Quebec, Canada",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Calgary, Alberta, Canada",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Edmonton, Alberta, Canada",Full-time
Software Engineer - Identity Management for Canonical Products,Canonical - Jobs,"Remote or Gatineau, Quebec, Canada",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK(NODE.JS)",Capital One,"Waco, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK(NODE.JS)",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK(NODE.JS)",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK(NODE.JS)",Capital One,"Baltimore, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK(NODE.JS)",Capital One,"Annapolis, Maryland, USA",Full-time
LEAD SOFTWARE ENGINEER,Capital One,"Salisbury, Maryland, USA",Full-time
LEAD SOFTWARE ENGINEER,Capital One,"Harrisonburg, Virginia, USA",Full-time
LEAD SOFTWARE ENGINEER,Capital One,"Baltimore, Maryland, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER, FULL STACK (JAVA/GOLANG), BANK TECH",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER, FULL STACK (JAVA/GOLANG), BANK TECH",Capital One,"Richmond, Virginia, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER, FULL STACK (JAVA/GOLANG), BANK TECH",Capital One,"McLean, Virginia, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER, FULL STACK (JAVA/GOLANG), BANK TECH",Capital One,"Baltimore, Maryland, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"New York, New York, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"Harrisonburg, Virginia, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"York, Pennsylvania, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"Richmond, Virginia, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"Salisbury, Maryland, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"Annapolis, Maryland, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"Dover, Delaware, USA",Full-time
AWS Engineer,McIntire Solutions,"Chantilly, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Baltimore, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, GOLANG",Capital One,"Salisbury, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, GOLANG",Capital One,"Dover, Delaware, USA",Full-time
"LEAD SOFTWARE ENGINEER, GOLANG",Capital One,"Fredericksburg, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, GOLANG",Capital One,"Richmond, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, GOLANG",Capital One,"Charlottesville, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, GOLANG",Capital One,"Annapolis, Maryland, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"Washington, District of Columbia, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"Charlottesville, Virginia, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"Baltimore, Maryland, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"Fredericksburg, Virginia, USA",Full-time
DISTINGUISHED ENGINEER - CUSTOMER RESILIENCY,Capital One,"McLean, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (JAVA, GO, REACT, ANGULAR, AWS)",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (JAVA, GO, REACT, ANGULAR, AWS)",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (JAVA, GO, REACT, ANGULAR, AWS)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (JAVA, GO, REACT, ANGULAR, AWS)",Capital One,"Charlottesville, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (JAVA, GO, REACT, ANGULAR, AWS)",Capital One,"Richmond, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (JAVA, GO, REACT, ANGULAR, AWS)",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, DEVOPS",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, DEVOPS",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, DEVOPS",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, DEVOPS",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR SOFTWARE ENGINEER, DEVOPS",Capital One,"Cambridge, Massachusetts, USA",Full-time
"SENIOR SOFTWARE ENGINEER, DEVOPS (BANK TECH)",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR SOFTWARE ENGINEER, DEVOPS",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Charlottesville, Virginia, USA",Full-time
Senior Full Stack Engineer,Targeted Talent,"Québec City, Quebec, Canada",Full-time
Engineering Manager,Canonical - Jobs,"Almont, Colorado, USA",Full-time
Engineering Manager,Canonical - Jobs,"Vancouver, British Columbia, Canada",Full-time
Engineering Manager,Canonical - Jobs,"Almont, Colorado, USA",Full-time
Engineering Manager,Canonical - Jobs,"Almont, Colorado, USA",Full-time
Engineering Manager,Canonical - Jobs,"Trois-Rivières, Quebec, Canada",Full-time
Engineering Manager,Canonical - Jobs,"Almont, Colorado, USA",Full-time
Engineering Manager,Canonical - Jobs,"Sherbrooke, Quebec, Canada",Full-time
Engineering Manager,Canonical - Jobs,"Montreal, Quebec, Canada",Full-time
Engineering Manager,Canonical - Jobs,"St. John's, Newfoundland and Labrador, Canada",Full-time
Engineering Manager,Canonical - Jobs,"Almont, Colorado, USA",Full-time
Engineering Manager,Canonical - Jobs,"Edmonton, Alberta, Canada",Full-time
Engineering Manager,Canonical - Jobs,"Mississauga, Ontario, Canada",Full-time
Engineering Manager,Canonical - Jobs,"Laval, Quebec, Canada",Full-time
Engineering Manager,Canonical - Jobs,"Gatineau, Quebec, Canada",Full-time
"SENIOR SOFTWARE ENGINEER, DEVOPS (BANK TECH)",Capital One,"Richmond, Virginia, USA",Full-time
Salesforce Technical Lead,Maarut Inc,"Almont, Colorado, USA",Full-time
AI Coding Tutor (Full-Time),xAI,"Bodega Bay, California, USA",Full-time
62844R-Lab SW Services Admin 4,Juniper Networks,"Quincy, Washington, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (BANK TECH)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (BANK TECH)",Capital One,"Charlottesville, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK (REACT, TYPESCRIPT, JAVASCRIPT)",Capital One,"McLean, Virginia, USA",Full-time
"SR LEAD SITE RELIABILITY ENGINEER - BACK END, SHOPPING (REMOTE-ELIGIBLE)",Capital One,"Richmond, Virginia, USA",Full-time
"SR LEAD SITE RELIABILITY ENGINEER - BACK END, SHOPPING (REMOTE-ELIGIBLE)",Capital One,"Dallas, Texas, USA",Full-time
"SR LEAD SITE RELIABILITY ENGINEER - BACK END, SHOPPING (REMOTE-ELIGIBLE)",Capital One,"Chicago, Illinois, USA",Full-time
"SR LEAD SITE RELIABILITY ENGINEER - BACK END, SHOPPING (REMOTE-ELIGIBLE)",Capital One,"Washington, District of Columbia, USA",Full-time
"SR LEAD SITE RELIABILITY ENGINEER - BACK END, SHOPPING (REMOTE-ELIGIBLE)",Capital One,"Cambridge, Massachusetts, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (JAVA, AWS)",Capital One,"Charlottesville, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (JAVA, AWS)",Capital One,"Dover, Delaware, USA",Full-time
Senior Software Engineer - Network Automation Platform,Bloomberg,"New York, New York, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK (REACT, TYPESCRIPT, JAVASCRIPT)",Capital One,"York, Pennsylvania, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK (REACT, TYPESCRIPT, JAVASCRIPT)",Capital One,"Richmond, Virginia, USA",Full-time
SENIOR ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE-ELIGIBLE),Capital One,"Chicago, Illinois, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (JAVA, GO, AWS)",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG, AWS)",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG, AWS)",Capital One,"Washington, District of Columbia, USA",Full-time
Battery Scientist,MAGNIX USA INC,"Everett, Washington, USA",Full-time
SENIOR ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE-ELIGIBLE),Capital One,"Washington, District of Columbia, USA",Full-time
SENIOR ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE-ELIGIBLE),Capital One,"Philadelphia, Pennsylvania, USA",Full-time
SENIOR ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE-ELIGIBLE),Capital One,"New York, New York, USA",Full-time
SENIOR ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE-ELIGIBLE),Capital One,"Plano, Texas, USA",Full-time
SENIOR ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE-ELIGIBLE),Capital One,"San Francisco, California, USA",Full-time
SENIOR ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE-ELIGIBLE),Capital One,"Atlanta, Georgia, USA",Full-time
SENIOR ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE-ELIGIBLE),Capital One,"Cambridge, Massachusetts, USA",Full-time
SENIOR ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE-ELIGIBLE),Capital One,"Boston, Massachusetts, USA",Full-time
Engineering Manager - Ubuntu Security,Canonical - Jobs,"Almont, Colorado, USA",Full-time
Engineering Manager - Ubuntu Security,Canonical - Jobs,"Almont, Colorado, USA",Full-time
Engineering Manager - Ubuntu Security,Canonical - Jobs,"St. John's, Newfoundland and Labrador, Canada",Full-time
Engineering Manager - Ubuntu Security,Canonical - Jobs,"Trois-Rivières, Quebec, Canada",Full-time
Engineering Manager - Ubuntu Security,Canonical - Jobs,"Laval, Quebec, Canada",Full-time
Engineering Manager - Ubuntu Security,Canonical - Jobs,"Mississauga, Ontario, Canada",Full-time
Engineering Manager - Ubuntu Security,Canonical - Jobs,"Calgary, Alberta, Canada",Full-time
FPGA Design Engineer,Jobot,"Los Angeles, California, USA",Full-time
Audio Systems Software Engineer,Jobot,"Newport Beach, California, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG, AWS)",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG, AWS)",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG, AWS)",Capital One,"Annapolis, Maryland, USA",Full-time
AWS Data zone Architect,JS Consulting,"Remote or Atlanta, Georgia, USA",Full-time
"Data Analyst, DART",Child Mind Institute,"New York, New York, USA",Full-time
LTE / 5G Modem Engineer,Lynk Global Inc,"Falls Church, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - GENAI (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Waco, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - GENAI (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - GENAI (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Longview, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - GENAI (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - GENAI (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Paris, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - GENAI (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - GENAI (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Wichita Falls, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - GENAI (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - GENAI (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Fort Worth, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - GENAI (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK",Capital One,"Annapolis, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, BACK END (JAVA, AWS)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, FULL STACK",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, FULL STACK",Capital One,"Charlottesville, Virginia, USA",Full-time
Machine Learning Engineer,Metas Solutions,"Atlanta, Georgia, USA",Full-time
Sr. Reverse Engineer,Idaho Scientific,"Boise, Idaho, USA",Full-time
Lead Data Engineer,Lucas James Talent Partners,"Chicago, Illinois, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"Wilmington, Delaware, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"San Francisco, California, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"Washington, District of Columbia, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"New York, New York, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"Chicago, Illinois, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"Philadelphia, Pennsylvania, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"Plano, Texas, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"Richmond, Virginia, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"McLean, Virginia, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"Cambridge, Massachusetts, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"Dallas, Texas, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"Atlanta, Georgia, USA",Full-time
SENIOR LEAD ENGINEER - GENERATIVE AI PRODUCT ENGINEERING (REMOTE ELIGIBLE),Capital One,"Boston, Massachusetts, USA",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Vancouver, British Columbia, Canada",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or St. John's, Newfoundland and Labrador, Canada",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Sherbrooke, Quebec, Canada",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Laval, Quebec, Canada",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Edmonton, Alberta, Canada",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Moncton, New Brunswick, Canada",Full-time
"Software Engineer, Ceph & Distributed Storage",Canonical - Jobs,"Remote or Calgary, Alberta, Canada",Full-time
Travel Demand Modeler,"Alliance Transportation Group, LLC","Austin, Texas, USA",Full-time
Data Ayalyst,"LotusFlare, Inc.","Almont, Colorado, USA",Full-time
"Senior Software Engineer, Back End",Capital One,"McLean, Virginia, USA",Full-time
Quantitative Developer,Jobot,"Las Vegas, Nevada, USA",Full-time
"Senior Software Engineer (Go, Python, Java)",Capital One,"Wilmington, Delaware, USA",Full-time
"Senior Software Engineer (Go, Python, Java)",Capital One,"McLean, Virginia, USA",Full-time
"Senior Software Engineer (Go, Python, Java)",Capital One,"New York, New York, USA",Full-time
"Senior Software Engineer (Python, Spark, AWS)",Capital One,"Chicago, Illinois, USA",Full-time
"Senior Software Engineer (Python, Spark, AWS)",Capital One,"New York, New York, USA",Full-time
"Senior Software Engineer (Python, Spark, AWS)",Capital One,"McLean, Virginia, USA",Full-time
Cybersecurity Engineer-ISO 21434,INTELLIGENT LEARNING MACHINES INC,"Remote or Troy, Michigan, USA",Full-time
Application Security Engineer,MedReview,"New York, New York, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Fredericksburg, Virginia, USA",Full-time
Data Scientist (Growth Team),Wave,"Almont, Colorado, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK",Capital One,"Longview, Texas, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK",Capital One,"Annapolis, Maryland, USA",Full-time
Senior Machine Learning Engineer,Maverc Technologies,"Columbia, Maryland, USA",Full-time
Data Scientist - Loss Forecasting,"Zachary Piper Solutions, LLC","McLean, Virginia, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"San Francisco, California, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"Philadelphia, Pennsylvania, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"New York, New York, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"Plano, Texas, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"San Jose, California, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"Wilmington, Delaware, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"Richmond, Virginia, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"Chicago, Illinois, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"Dallas, Texas, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"Atlanta, Georgia, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"Boston, Massachusetts, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"McLean, Virginia, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"Cambridge, Massachusetts, USA",Full-time
"SENIOR MANAGER, GENERATIVE AI PRODUCT ENGINEERING - PEOPLE LEADER - (REMOTE ELIGIBLE)",Capital One,"New York, New York, USA",Full-time
Sr. Hybrid Cloud Platform Engineer,General Dynamics,"St. Louis, Missouri, USA",Full-time
"Software Integration Engineer, Senior",Independent Software,"Annapolis Junction, Maryland, USA",Full-time
Software Development Engineer,Solventum,"Austin, Pennsylvania, USA",Full-time
"Senior Software Engineer, Backend (Java, Authorizations)",Capital One,"McLean, Virginia, USA",Full-time
"Senior Software Engineer, Backend (Java, Authorizations)",Capital One,"Richmond, Virginia, USA",Full-time
"Senior Software Engineer, Backend (Java, Authorizations)",Capital One,"Chicago, Illinois, USA",Full-time
Senior Analyst,Manhattan University,"New York, New York, USA",Full-time
Senior Cloud Engineer,Oracle Corporation,"Austin, Texas, USA",Full-time
"Senior Manager, Software Engineer, Full Stack",Capital One,"New York, New York, USA",Full-time
"Senior Software Engineer, Back End",Capital One,"McLean, Virginia, USA",Full-time
"Senior Manager, Software Engineer, Full Stack",Capital One,"Richmond, Virginia, USA",Full-time
"Senior Manager, Software Engineer, Full Stack",Capital One,"McLean, Virginia, USA",Full-time
"Senior Engineer, Telemetry",Canonical - Jobs,"Remote or Las Vegas, Nevada, USA",Full-time
"SR. SOFTWARE ENGINEER, MOBILE CICD (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Richmond, Virginia, USA",Full-time
"SR. SOFTWARE ENGINEER, MOBILE CICD (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"McLean, Virginia, USA",Full-time
